Generation,StartingEnergy,Speed,DetectRange,BreedEnergy,BabyEnergy,AttentionSpan,Desirability,DesirabilityThreshold,Lifespan,Age,COD
9,59.15199,0.4460127,40.53409,58.16833,26.93302,500.0,64.470406,6.235276,5538,7323,Starvation
6,62.77166,0.4571385,42.005642,72.18195,33.701694,500.0,58.2425,8.142392,8272,7890,Starvation
7,59.844925,0.4662598,46.998055,59.90335,28.68666,500.0,56.791805,6.710278,7967,7333,Starvation
23,57.55612,0.41401595,42.495243,68.77001,30.211147,500.0,72.95032,5.9601045,6560,1766,Starvation
11,63.04827,0.40365845,42.453953,71.70011,31.453506,500.0,59.83739,6.732032,6870,6537,Starvation
3,64.0805,0.18460569,47.220394,38.977818,31.331114,500.0,43.94112,2.142317,5473,7389,Starvation
11,58.607452,0.41440284,45.044586,63.38894,30.78139,500.0,58.955692,6.4481134,6257,6085,Starvation
24,65.586716,0.4190071,48.085167,65.17042,35.97154,500.0,88.18122,6.4617453,6597,396,Starvation
17,64.9422,0.4122043,38.661865,69.89258,30.240166,500.0,60.038166,6.1680517,6886,6191,Starvation
13,52.881634,0.3924956,49.20266,66.64719,24.284521,500.0,57.689007,5.547923,6996,3649,Starvation
22,59.699066,0.3823682,39.30793,67.27464,26.96228,500.0,67.50528,7.743318,6287,4278,Starvation
17,55.497887,0.36563858,42.543198,51.34995,28.662731,500.0,49.36026,5.225785,5653,5408,Starvation
22,59.642746,0.4007255,41.40193,67.08619,30.006994,500.0,79.37694,6.636449,6868,2663,Starvation
22,64.18712,0.41827655,42.31261,63.218414,30.657019,500.0,66.32048,6.1662345,6551,915,Starvation
26,61.923355,0.43914002,37.06041,75.98153,31.519068,500.0,73.99327,6.392937,5506,2694,Starvation
11,62.468735,0.4146002,41.32428,64.35936,33.080746,500.0,62.326702,6.384286,6233,8077,Old Age
14,58.153305,0.43036184,39.895554,68.54097,29.480112,500.0,64.16153,6.938072,6184,1784,Starvation
25,56.026745,0.40786317,47.62817,84.42821,29.89219,500.0,80.57719,6.2137594,6268,2217,Starvation
20,65.65036,0.38915625,38.363804,62.72057,34.696186,500.0,74.48867,6.3140745,6904,4622,Starvation
22,58.53405,0.39403385,44.13614,62.959187,26.701212,500.0,72.189835,6.600721,8353,3693,Starvation
15,57.17704,0.40695053,38.892662,77.34257,31.337032,500.0,70.856224,8.088407,7022,5995,Starvation
32,60.67934,0.49248236,46.39891,67.863304,30.475304,500.0,76.04573,6.016343,5938,1338,Starvation
23,61.945534,0.36287537,45.730854,63.392838,33.564774,500.0,79.06266,6.460905,6270,3371,Starvation
11,46.823162,0.34386402,43.371277,51.746643,20.74739,500.0,42.294056,5.1712117,4615,7925,Old Age
11,60.747536,0.47933173,44.562305,70.83682,30.738634,500.0,66.004036,6.545969,6240,7105,Starvation
10,63.854813,0.44768384,46.87478,71.09536,28.616274,500.0,62.06144,7.419012,6454,7600,Starvation
19,56.396484,0.3917287,39.049717,61.678223,28.93152,500.0,73.58594,6.170581,7056,4263,Starvation
14,59.504482,0.39891806,42.538242,62.693073,28.745392,500.0,61.393135,6.3774195,7719,4612,Starvation
14,61.88241,0.4663047,39.82354,73.071175,31.513983,500.0,76.49797,7.5017056,6302,2740,Starvation
29,60.91034,0.43811777,43.09852,65.11906,28.102518,500.0,77.4726,6.057326,6102,2680,Starvation
31,61.259842,0.42785716,43.3876,68.10101,30.86208,500.0,72.55506,6.9224987,6904,2740,Starvation
7,68.529724,0.3904816,44.21011,64.06174,32.52398,500.0,56.698986,6.9893684,7426,9080,Starvation
16,61.257576,0.42170918,39.383186,67.90967,32.54181,500.0,64.993065,6.8125725,7204,2685,Starvation
33,61.97736,0.38957483,44.892715,76.46897,33.28453,500.0,80.51948,6.986563,6063,1784,Starvation
28,59.11344,0.37963787,40.545773,58.600586,27.758059,500.0,92.66539,7.0863066,6912,1079,Starvation
3,34.317146,0.40486792,48.132084,18.844597,15.532442,500.0,16.419537,4.3043394,3052,9336,Old Age
23,60.375267,0.41242406,44.800278,70.927574,30.973528,500.0,78.12311,6.5529065,6811,1847,Starvation
24,62.14981,0.47756708,36.560143,73.13576,30.95179,500.0,79.51471,6.9039435,6404,4386,Starvation
24,61.972157,0.49194235,45.01842,65.37653,30.683428,500.0,75.11235,5.710311,5880,5143,Starvation
25,60.732033,0.39088336,32.605354,66.77611,30.27157,500.0,69.385574,7.230627,5427,874,Starvation
31,55.40403,0.421327,43.679794,57.00698,30.1446,500.0,86.96945,6.298379,5734,1207,Starvation
14,56.396523,0.4062669,44.87406,57.463566,25.907322,500.0,60.47977,6.344842,5841,5663,Starvation
25,68.88246,0.38104856,40.691307,69.15894,35.330242,500.0,81.95637,6.4589567,6596,2316,Starvation
38,64.62762,0.3663624,42.32527,56.475647,30.013803,500.0,96.55379,6.298154,6382,463,Starvation
24,60.36065,0.3818656,35.055122,68.120575,31.741026,500.0,68.36952,6.735327,6892,2293,Starvation
27,61.777245,0.34871995,42.978725,63.304737,28.523087,500.0,80.30057,7.039695,6464,1845,Starvation
22,60.08866,0.39014548,41.640163,73.3161,27.825201,500.0,71.534325,7.40303,6501,4536,Starvation
34,61.614502,0.3787632,38.148563,64.40468,32.290718,500.0,72.37706,6.443941,6453,2223,Starvation
25,61.464596,0.33844063,49.56146,75.71264,30.232912,500.0,75.44699,7.1910796,6896,1351,Starvation
18,60.327194,0.39258194,45.93393,59.572273,28.600721,500.0,61.039043,6.728605,6476,6958,Starvation
20,64.05061,0.405899,42.03433,70.07385,30.896935,500.0,77.47238,6.8712664,7046,3244,Starvation
23,60.00071,0.46092933,38.680687,80.19026,31.001966,500.0,79.69541,6.6869063,6253,2308,Starvation
9,36.08912,0.40450174,50.623005,27.277613,16.831982,500.0,16.688772,3.6332757,3273,8900,Starvation
28,59.26355,0.3735048,47.031933,65.67731,31.909386,500.0,89.479164,6.8274055,6210,792,Starvation
12,50.94461,0.4118534,40.922997,45.575836,27.54263,500.0,55.39909,6.750278,5234,5814,Starvation
29,61.472603,0.39541182,41.50349,67.64754,31.222095,500.0,72.29463,7.029319,7039,2372,Starvation
33,63.95289,0.4493458,40.826435,66.7947,32.54304,500.0,75.17751,7.347943,5673,2721,Starvation
21,67.17006,0.46186522,51.3024,76.16071,36.294,500.0,73.35744,7.24395,6575,6671,Old Age
26,58.54283,0.34806967,40.082394,72.52101,32.01176,500.0,72.505936,6.852316,6168,1755,Starvation
1,69.67876,0.21194537,55.32788,38.0,38.0,500.0,43.28043,0.55339754,2537,10813,Old Age
24,58.01056,0.36175907,48.77281,73.66679,27.182373,500.0,64.05618,6.5275536,6555,4821,Starvation
25,56.77946,0.3700763,38.832672,67.5559,27.555302,500.0,72.64675,6.3005686,6307,2159,Starvation
22,53.12889,0.39798522,47.407692,73.03925,25.74952,500.0,77.061005,6.713385,7145,2110,Starvation
15,59.9227,0.3973477,45.505802,66.23224,30.619457,500.0,67.40156,8.464315,5653,7567,Starvation
9,64.385025,0.47051656,41.925083,64.10603,34.229683,500.0,61.510933,6.8777237,5631,9798,Starvation
29,58.151154,0.3237907,44.67778,58.918842,29.111937,500.0,95.29034,6.272556,6942,2260,Starvation
31,57.174843,0.37142313,49.060173,66.62757,26.133558,500.0,74.31142,6.3369718,7204,2164,Starvation
24,60.025074,0.4960589,43.21019,65.023056,27.465464,500.0,63.59648,6.7926297,7680,3803,Starvation
28,65.90804,0.36270517,38.057693,67.60367,36.067387,500.0,86.38665,6.431311,6602,866,Starvation
20,65.140854,0.3733985,43.3521,63.27496,30.559336,500.0,72.22905,6.1892004,5967,4314,Starvation
8,60.463493,0.44697127,45.535492,53.541965,28.701704,500.0,53.544346,5.4793115,5862,10309,Starvation
31,55.411514,0.34221727,48.29694,64.5176,26.69329,500.0,84.797424,6.199304,6715,1539,Starvation
32,58.470024,0.43384477,48.405804,76.5231,31.394606,500.0,78.30033,7.337753,5759,1344,Starvation
38,59.953094,0.3973414,46.42785,58.478825,28.397842,500.0,102.27039,7.2504277,7222,422,Starvation
34,66.317986,0.3994518,37.024742,64.86609,34.28864,500.0,79.66734,6.039135,6898,1362,Starvation
4,58.833694,0.46021473,42.27208,72.06449,29.6443,500.0,58.15792,6.4642043,7281,10800,Starvation
12,58.40039,0.42766538,37.677567,72.997406,29.065685,500.0,72.31153,6.009369,7134,8017,Starvation
15,58.59768,0.38870686,41.68929,71.79339,30.457933,500.0,68.956215,7.0269804,6771,8371,Starvation
23,60.440582,0.47925904,42.894623,73.39044,28.666142,500.0,78.24117,7.0913043,6249,6954,Starvation
20,59.058617,0.42440715,40.766045,75.284996,28.070019,500.0,67.96128,6.4055853,6322,6711,Old Age
22,60.83777,0.3919478,43.324924,63.148033,29.085072,500.0,67.608086,6.8659654,7087,7037,Starvation
29,57.22231,0.42060983,40.41135,65.90175,29.816687,500.0,80.69716,7.0639133,6169,1231,Starvation
13,62.056625,0.4399967,39.51445,78.71058,31.048248,500.0,71.24006,6.5242124,7186,8999,Old Age
35,65.49415,0.42084983,45.316185,62.695274,31.749168,500.0,77.54664,6.4700747,5843,4185,Starvation
25,59.752716,0.42798385,46.66809,78.94635,31.306643,500.0,79.82348,7.2724123,6207,5514,Starvation
22,58.95041,0.36377728,50.33709,69.36673,31.263233,500.0,68.206436,8.2753935,6826,1304,Starvation
15,61.96918,0.4499739,38.0436,80.86353,33.761112,500.0,73.1241,5.5922422,7659,6428,Starvation
33,64.61143,0.37791222,38.53173,57.78779,32.93315,500.0,91.364944,6.277734,7054,2456,Starvation
39,60.065247,0.4420318,44.366257,55.26645,32.118256,500.0,98.551025,6.2177596,6885,879,Starvation
37,64.94578,0.35762712,50.181786,66.388954,30.131203,500.0,83.489105,7.1482673,6864,1866,Starvation
21,63.287178,0.4512588,41.138916,77.849976,31.120361,500.0,67.64422,6.5647035,6828,7430,Starvation
28,61.36376,0.3869207,38.09948,64.42872,33.384834,500.0,80.4865,7.0512815,6848,2751,Starvation
12,60.96864,0.4151291,38.255615,75.84519,30.410849,500.0,73.79597,7.8001766,6224,3676,Starvation
34,63.158005,0.3854912,45.987392,72.54884,34.70905,500.0,85.759415,6.5813246,6564,2714,Starvation
24,65.14731,0.34823668,40.012638,68.69887,35.31769,500.0,77.99736,6.480197,6276,5524,Starvation
39,63.376488,0.35820264,39.167225,73.833496,31.75595,500.0,87.49852,5.7095413,6982,2290,Starvation
17,62.70864,0.46485987,48.307068,77.07444,30.15131,500.0,71.134865,6.618645,6564,8445,Old Age
14,56.549828,0.3334305,39.384777,54.268036,30.921429,500.0,45.817635,6.446447,5378,9731,Starvation
35,61.26496,0.39399883,40.982212,77.87726,32.496914,500.0,69.80545,6.5424857,6884,2685,Starvation
43,70.51411,0.39024445,42.55023,69.08403,32.268387,500.0,89.49962,7.153176,5489,511,Starvation
24,62.969444,0.42699996,39.030907,62.17335,31.714466,500.0,74.16779,7.1532784,6361,4750,Starvation
35,59.018295,0.4333649,48.3195,78.51417,30.23692,500.0,83.11044,7.524714,6073,3721,Old Age
14,58.721603,0.46359748,41.994614,65.7858,26.684488,500.0,64.825966,6.8667955,6067,6606,Starvation
20,59.254074,0.47473508,40.1412,81.74539,31.769932,500.0,68.76166,6.887354,7294,7801,Old Age
25,68.18243,0.3266578,43.460106,73.25049,32.332695,500.0,76.19306,6.5544653,6641,5577,Starvation
36,66.86929,0.39343476,44.421623,61.46398,33.359344,500.0,81.50426,7.6447625,6145,2803,Starvation
39,61.94494,0.40075594,53.617207,68.64013,29.874138,500.0,93.955505,6.4695253,7051,1362,Starvation
24,55.62842,0.4001067,44.459534,73.52416,27.15519,500.0,65.81578,6.9938,5882,5837,Old Age
20,56.501,0.41238785,39.333344,67.784065,27.601742,500.0,79.07498,6.1049256,6907,7117,Starvation
33,65.702484,0.39786413,52.46394,73.07636,30.203394,500.0,78.93978,5.948517,6348,5736,Starvation
37,59.39417,0.31644228,42.944122,68.97288,28.611914,500.0,89.285126,7.1135097,6810,1897,Starvation
20,61.52333,0.37038305,43.98763,61.55282,33.57004,500.0,80.18769,6.582782,5962,6946,Starvation
34,50.823814,0.3868653,42.627266,61.042713,23.810366,500.0,89.1066,5.8509283,6158,2228,Starvation
37,60.14242,0.41196784,44.225132,61.4113,31.202456,500.0,89.15221,6.9813085,5733,3187,Starvation
25,61.515633,0.40329447,43.223778,70.84401,31.185926,500.0,66.48709,6.7425404,6659,6659,Old Age
22,60.379364,0.43083248,37.288265,62.75962,32.34551,500.0,70.07915,8.756336,6363,8775,Starvation
43,66.48161,0.3832685,39.89326,68.14364,36.30159,500.0,84.99634,6.67273,5675,1804,Starvation
15,61.842926,0.41810763,44.100704,65.91153,28.333149,500.0,70.47836,7.829353,6965,7414,Old Age
35,63.57911,0.43449503,40.017666,76.587814,32.19379,500.0,84.24349,7.329684,7010,2753,Starvation
38,66.532196,0.4129547,37.99179,66.07959,36.320335,500.0,103.33757,7.253231,6281,404,Starvation
35,60.843433,0.4519285,47.831505,64.842735,32.849762,500.0,77.53762,7.8392506,6785,4632,Starvation
12,62.99591,0.46098205,38.233093,77.76973,31.60634,500.0,70.4595,6.40145,7713,10913,Starvation
24,64.645065,0.46287072,43.899754,80.776344,33.65191,500.0,69.554535,6.7536197,7391,3681,Starvation
18,55.02112,0.42532167,42.101334,62.92854,26.157782,500.0,71.6318,6.545394,6474,9837,Starvation
17,60.45293,0.39186612,45.095787,58.3324,28.757023,500.0,61.82514,6.717221,6425,9757,Starvation
7,43.16846,0.37978247,40.96255,23.628714,22.180565,500.0,18.526411,3.2411346,2967,12973,Starvation
13,52.75064,0.39099056,38.37853,61.502983,24.148596,500.0,56.973217,6.947727,6868,9105,Starvation
23,62.461433,0.39266926,45.262585,70.67126,32.10158,500.0,59.581276,7.355849,6553,9234,Starvation
2,59.722847,0.42581308,45.55013,70.02861,27.05122,500.0,27.087677,5.0075336,11127,13461,Starvation
18,56.3265,0.38598672,39.476814,58.680943,27.42038,500.0,68.59183,7.459989,6480,8686,Starvation
22,56.097424,0.390153,43.829483,71.28793,25.929039,500.0,77.08014,6.536957,6889,3204,Starvation
13,55.74357,0.3264775,39.438766,57.683052,25.816431,500.0,59.092766,6.963295,5705,8678,Starvation
42,53.11532,0.34330946,45.550526,59.801735,25.682825,500.0,106.36156,6.287134,6504,1891,Starvation
23,60.74821,0.35665208,43.706764,65.88665,27.466797,500.0,68.2429,7.047848,6153,8745,Starvation
35,56.88086,0.36071405,48.470497,63.672806,28.897207,500.0,84.60466,7.021288,6439,1308,Starvation
18,65.64099,0.37993455,43.963764,60.579372,30.41137,500.0,67.31657,8.766542,5953,9399,Starvation
27,57.75735,0.3664641,47.700954,76.382935,27.980118,500.0,64.37924,7.911795,6456,4599,Starvation
10,55.783142,0.45679307,41.190292,73.925896,30.730282,500.0,50.640278,6.4528947,7983,12777,Old Age
37,53.54195,0.37641987,53.18862,74.91434,28.390509,500.0,90.99584,6.537616,6619,3137,Starvation
15,60.330025,0.3576047,43.612225,61.079235,30.622927,500.0,64.353584,7.8211355,7787,11131,Starvation
36,56.39473,0.4134532,51.94766,72.74311,25.509089,500.0,92.84256,6.781499,6506,2873,Starvation
15,53.32187,0.33120158,38.632626,62.902046,25.827671,500.0,66.79061,6.445362,6750,6557,Starvation
39,59.335808,0.40859005,44.554245,62.310524,31.047192,500.0,78.97346,5.707325,6297,3698,Starvation
